"file_name","frame_index","time_seconds","source_frame_index","source_time_seconds"
"frame_000000.png","0","0.0","208","7.9905081300813015"
"frame_000006.png","6","0.2304954268292683","214","8.221003556910569"
"frame_000009.png","9","0.34574314024390246","217","8.336251270325203"
"frame_000012.png","12","0.4609908536585366","220","8.451498983739837"
"frame_000015.png","15","0.5762385670731708","223","8.566746697154471"
"frame_000018.png","18","0.6914862804878049","226","8.681994410569105"
"frame_000021.png","21","0.806733993902439","229","8.79724212398374"
"frame_000024.png","24","0.9219817073170732","232","8.912489837398374"
"frame_000027.png","27","1.0372294207317074","235","9.027737550813008"
"frame_000031.png","31","1.1908930386178862","239","9.181401168699187"
"frame_000034.png","34","1.3061407520325203","242","9.296648882113821"
"frame_000037.png","37","1.4213884654471545","245","9.411896595528455"
"frame_000040.png","40","1.5366361788617886","248","9.52714430894309"
"frame_000043.png","43","1.651883892276423","251","9.642392022357724"
"frame_000046.png","46","1.767131605691057","254","9.757639735772358"
"frame_000049.png","49","1.8823793191056912","257","9.872887449186992"
"frame_000052.png","52","1.9976270325203254","260","9.988135162601626"
"frame_000055.png","55","2.1128747459349593","263","10.10338287601626"
"frame_000058.png","58","2.2281224593495934","266","10.218630589430894"
"frame_000061.png","61","2.343370172764228","269","10.333878302845529"
"frame_000064.png","64","2.458617886178862","272","10.449126016260163"
"frame_000067.png","67","2.5738655995934963","275","10.564373729674797"
"frame_000070.png","70","2.6891133130081304","278","10.679621443089431"
"frame_000073.png","73","2.8043610264227645","281","10.794869156504065"
"frame_000076.png","76","2.9196087398373987","284","10.9101168699187"
"frame_000079.png","79","3.034856453252033","287","11.025364583333333"
"frame_000082.png","82","3.150104166666667","290","11.140612296747967"
"frame_000085.png","85","3.265351880081301","293","11.255860010162602"
"frame_000095.png","95","3.6495109247967483","303","11.64001905487805"
"frame_000098.png","98","3.7647586382113825","306","11.755266768292683"
"frame_000101.png","101","3.8800063516260166","309","11.870514481707318"
"frame_000104.png","104","3.9952540650406507","312","11.985762195121952"
"frame_000107.png","107","4.110501778455284","315","12.101009908536586"
"frame_000110.png","110","4.2257494918699186","318","12.21625762195122"
"frame_000113.png","113","4.340997205284553","321","12.331505335365854"
"frame_000116.png","116","4.456244918699187","324","12.446753048780488"
"frame_000119.png","119","4.571492632113822","327","12.562000762195122"
"frame_000122.png","122","4.686740345528456","330","12.677248475609757"
"frame_000125.png","125","4.80198805894309","333","12.79249618902439"
"frame_000128.png","128","4.917235772357724","336","12.907743902439025"
"frame_000131.png","131","5.032483485772358","339","13.022991615853659"
"frame_000134.png","134","5.1477311991869925","342","13.138239329268293"
"frame_000137.png","137","5.262978912601627","345","13.253487042682927"
"frame_000140.png","140","5.378226626016261","348","13.368734756097561"
"frame_000143.png","143","5.493474339430895","351","13.483982469512195"
"frame_000146.png","146","5.608722052845529","354","13.59923018292683"
"frame_000149.png","149","5.723969766260163","357","13.714477896341464"
"frame_000153.png","153","5.877633384146342","361","13.868141514227643"
"frame_000156.png","156","5.992881097560976","364","13.983389227642277"
"frame_000159.png","159","6.10812881097561","367","14.098636941056911"
"frame_000162.png","162","6.223376524390244","370","14.213884654471546"
"frame_000165.png","165","6.338624237804878","373","14.32913236788618"
"frame_000168.png","168","6.453871951219512","376","14.444380081300814"
"frame_000171.png","171","6.5691196646341465","379","14.559627794715448"
"frame_000174.png","174","6.684367378048781","382","14.674875508130082"
"frame_000189.png","189","7.260605945121951","397","15.251114075203253"
"frame_000192.png","192","7.3758536585365855","400","15.366361788617887"
"frame_000195.png","195","7.49110137195122","403","15.481609502032521"
"frame_000198.png","198","7.606349085365854","406","15.596857215447155"
"frame_000201.png","201","7.721596798780488","409","15.71210492886179"
"frame_000204.png","204","7.836844512195122","412","15.827352642276423"
"frame_000207.png","207","7.952092225609756","415","15.942600355691058"
"frame_000210.png","210","8.067339939024391","418","16.05784806910569"
"frame_000214.png","214","8.221003556910569","422","16.21151168699187"
"frame_000217.png","217","8.336251270325203","425","16.326759400406505"
"frame_000220.png","220","8.451498983739837","428","16.442007113821138"
"frame_000223.png","223","8.566746697154471","431","16.557254827235774"
"frame_000226.png","226","8.681994410569105","434","16.672502540650406"
"frame_000229.png","229","8.79724212398374","437","16.787750254065042"
"frame_000232.png","232","8.912489837398374","440","16.902997967479674"
"frame_000235.png","235","9.027737550813008","443","17.01824568089431"
