split,match_name,rally_id,file_name,relative_path,local_frame_index,source_video,source_frame_index,source_time_seconds,requested_start_second,requested_end_second_inclusive,normalized_label_path,visibility,x_pixel,y_pixel
train,match04,1,match04_r01_frame_000000.png,train/match04/rally_01/images/match04_r01_frame_000000.png,0,match04.mp4,506,21.649208,10.0,36.0,train/match04/rally_01/labels/match04_r01_frame_000000.txt,1,518,529
train,match04,1,match04_r01_frame_000001.png,train/match04/rally_01/images/match04_r01_frame_000001.png,1,match04.mp4,507,21.691993,10.0,36.0,train/match04/rally_01/labels/match04_r01_frame_000001.txt,1,505,511
train,match04,1,match04_r01_frame_000002.png,train/match04/rally_01/images/match04_r01_frame_000002.png,2,match04.mp4,508,21.734778,10.0,36.0,train/match04/rally_01/labels/match04_r01_frame_000002.txt,1,509,444
train,match04,1,match04_r01_frame_000003.png,train/match04/rally_01/images/match04_r01_frame_000003.png,3,match04.mp4,509,21.777563,10.0,36.0,train/match04/rally_01/labels/match04_r01_frame_000003.txt,1,514,386
train,match04,1,match04_r01_frame_000004.png,train/match04/rally_01/images/match04_r01_frame_000004.png,4,match04.mp4,510,21.820348,10.0,36.0,train/match04/rally_01/labels/match04_r01_frame_000004.txt,1,514,361
train,match04,1,match04_r01_frame_000005.png,train/match04/rally_01/images/match04_r01_frame_000005.png,5,match04.mp4,511,21.863133,10.0,36.0,train/match04/rally_01/labels/match04_r01_frame_000005.txt,1,515,312
train,match04,1,match04_r01_frame_000006.png,train/match04/rally_01/images/match04_r01_frame_000006.png,6,match04.mp4,512,21.905918,10.0,36.0,train/match04/rally_01/labels/match04_r01_frame_000006.txt,1,514,289
train,match04,1,match04_r01_frame_000007.png,train/match04/rally_01/images/match04_r01_frame_000007.png,7,match04.mp4,513,21.948703,10.0,36.0,train/match04/rally_01/labels/match04_r01_frame_000007.txt,1,511,247
train,match04,1,match04_r01_frame_000008.png,train/match04/rally_01/images/match04_r01_frame_000008.png,8,match04.mp4,514,21.991488,10.0,36.0,train/match04/rally_01/labels/match04_r01_frame_000008.txt,1,505,212
train,match04,1,match04_r01_frame_000009.png,train/match04/rally_01/images/match04_r01_frame_000009.png,9,match04.mp4,515,22.034273,10.0,36.0,train/match04/rally_01/labels/match04_r01_frame_000009.txt,1,500,180
